GENE	FancG_HCT116_T1	FancG_HCT116_T2	FancL_HCT116_T1	FancL_HCT116_T2	WT_HCT116_T1	WT_HCT116_T2
ADH4	-5.916	-10.845	-7.595	-16.44	-6.308	-12.847000000000001
ADH5	11.534	0.132	4.504	-6.266	11.829	1.16
ADH6	-6.011	-18.27	-3.8539999999999996	-9.134	-5.617999999999999	-17.17
ADH7	-3.4989999999999997	-11.524000000000001	-5.237	-13.401	-6.379	-17.207
ADHFE1	-2.753	-14.734000000000002	-11.807	-18.666	-10.235	-25.573
ADI1	-7.864	-21.153000000000002	-14.71	-18.918	-11.424000000000001	1.755
ADIG	-10.437000000000001	-14.963	-14.453	-14.824000000000002	-17.975	-24.458000000000002
ADIPOQ	-5.647	-18.031	-11.487	-17.634	-16.298	-34.315
ADIPOR1	-5.444	-7.037000000000001	-2.949	-10.432	-11.107000000000001	-22.386999999999997
ADIPOR2	-3.818	-17.188	-5.505	-18.389	-6.952000000000001	-29.811999999999998
ADIRF	0.066	7.631	2.217	1.1079999999999999	0.28300000000000003	-2.7739999999999996
ADK	2.733	-5.518	3.6210000000000004	-4.42	-11.934000000000001	-28.414
ADM	-2.793	5.156000000000001	-8.357999999999999	-5.531000000000001	-17.305999999999997	-9.07
ADM2	-5.266	-22.564	-14.399000000000001	-22.599	-9.275	-15.297
ADM5	-7.843	2.104	-0.643	11.255	-4.1819999999999995	5.941
ADNP	3.665	5.205	6.108	2.3819999999999997	4.735	4.336
ADNP2	-6.994	-2.335	-6.662000000000001	3.236	-12.594000000000001	9.552
ADO	-4.516	-2.995	-4.425	0.073	9.599	1.9409999999999998
ADORA1	1.694	-4.303	-15.050999999999998	-30.607	-6.354	-21.113000000000003
ADORA2A	-12.2	-9.046	-15.007	-26.256	-22.659000000000002	-23.013
ADORA2B	3.594	0.28600000000000003	-6.372000000000001	-7.466	-17.184	-20.009
ADORA3	-2.94	-11.042	-6.442	-18.442999999999998	-2.673	-19.197
ADPGK	2.795	1.8019999999999998	1.828	3.072	-3.4210000000000003	-0.495
ADPRH	-9.818	-7.357	-4.901	-2.124	-11.835999999999999	-18.718
ADPRHL1	-3.702	-15.734000000000002	-6.047000000000001	-10.972999999999999	-13.672	-15.447000000000001
ADPRHL2	0.325	3.779	12.94	12.352	3.213	-0.977
ADPRM	-7.22	-15.134	-9.294	-19.516	-11.485999999999999	-15.112
ADRA1A	-3.573	-1.749	-11.312999999999999	0.175	-19.434	-21.441
ADRA1B	-11.200999999999999	-19.784000000000002	-7.757999999999999	-4.066	-26.236	-28.994
ADRA1D	-8.421	11.029000000000002	-21.386	-12.966	-7.528	5.2860000000000005
ADRA2A	-10.32	-7.732	-20.454	-12.788	-17.062	-12.74
ADRA2B	-4.666	-10.49	-2.157	-10.765999999999998	-18.777	-28.436
ADRA2C	-1.6340000000000001	-10.64	-16.987000000000002	-28.093000000000004	-3.656	-9.571
ADRB1	-10.571	-13.062000000000001	-5.255	-0.475	-22.813000000000002	-5.54
ADRB2	-8.231	-24.105	-12.609000000000002	-19.615	-7.388	-12.658
ADRB3	-10.232000000000001	-6.353	-25.314	-15.179	-41.92	-43.621
ADRBK1	-0.902	-14.285	-6.183	-22.127	-5.195	-20.037
ADRBK2	-6.178	-14.527000000000001	-12.546	-20.094	-13.86	-16.325
ADRM1	-9.037	-5.446000000000001	-11.024000000000001	-6.669	-20.605999999999998	-5.02
ADSL	4.0969999999999995	18.377	23.197	30.073	45.24	69.344
ADSS	11.472999999999999	9.164	16.495	6.11	11.665999999999999	6.19
ADSSL1	-6.515	-3.762	-12.062000000000001	-10.094	-13.578	-22.16
ADTRP	0.873	-7.93	-6.999	-13.163	-18.369	-45.433
AEBP1	-0.45	-13.468	-1.9769999999999999	-13.392000000000001	-5.067	-19.996
AEBP2	0.159	12.387	15.9	12.914000000000001	-6.14	-8.207
AEN	-9.838	-4.275	-12.828	-3.258	-21.003	-10.093
AES	-2.437	-1.703	-8.744	-10.763	-10.245999999999999	-12.242
AFAP1	-8.686	-7.037999999999999	-12.257	-15.001	-10.964	-6.906000000000001
AFAP1L1	-6.149	-2.244	-9.279	-3.735	-12.109000000000002	-4.7669999999999995
AFAP1L2	-3.085	0.573	-4.917	-9.207	-12.154000000000002	-8.97
AFF1	-7.142	-9.956	-9.992	-16.324	-18.345	-21.524
AFF2	-3.418	-5.061	-10.774000000000001	-18.230999999999998	-17.479	-28.804000000000002
AFF3	2.043	-2.435	-5.257000000000001	-13.517000000000001	-15.352	-23.75
AFF4	-6.604	-4.913	-7.02	-11.498	-10.687000000000001	-14.605
AFG3L2	9.49	18.672	12.275	16.653	16.509	29.537
AFM	-6.655	-16.838	-7.385	-10.944	-19.991	-28.644000000000002
AFMID	-7.349	-6.867000000000001	-5.207000000000001	-1.983	-18.062	-22.397
AFP	-3.8960000000000004	-9.236	-8.439	-20.518	-14.999	-24.994
AFTPH	-0.742	1.973	-0.9570000000000001	-0.732	5.314	5.74
AGA	-7.316	-12.087	-12.84	-20.619	-23.973000000000003	-36.083
AGAP1	-10.205	-9.677999999999999	-18.119	-14.958	-25.985	-23.698
AGAP2	-2.909	-0.24600000000000002	-5.942	-10.519	-6.832000000000001	4.129
AGAP3	-5.2860000000000005	0.244	-7.867000000000001	2.074	-17.768	-15.985
AGBL1	-8.274	-13.048	-10.095	-19.24	-17.602	-27.595
AGBL2	5.662999999999999	-3.9730000000000003	1.946	-0.48	-6.207999999999999	-19.133
AGBL3	2.9560000000000004	-11.815999999999999	9.435	-1.0759999999999998	-1.141	-21.049
AGBL4	-2.715	-17.918	-7.454	-11.948	-9.899	-18.755
AGBL5	-0.845	-5.952999999999999	-7.7589999999999995	-20.811999999999998	-6.2410000000000005	-16.243
AGER	-2.612	-8.442	-1.939	-1.432	-20.445	-40.385999999999996
AGFG1	-5.265	-17.75	-23.156999999999996	-37.150999999999996	-12.672	-23.991999999999997
AGFG2	-3.571	-4.891	1.9880000000000002	-3.5269999999999997	-10.739	-12.914000000000001
AGGF1	-9.357000000000001	-19.795	-12.55	-29.552	-17.287	-23.5
AGK	0.779	-6.598	-5.706	-1.8719999999999999	-5.172999999999999	-13.630999999999998
AGL	2.0269999999999997	-17.832	-5.517	-16.791	-8.105	-25.776
AGMAT	-5.651	-6.74	2.147	3.2760000000000002	-12.059000000000001	-12.142000000000001
AGMO	7.644	-14.024000000000001	-2.07	-22.936999999999998	6.821000000000001	-9.391
AGO1	-9.57	-13.79	-4.331	-8.545	-20.526	-13.948
AGO2	0.34299999999999997	-2.458	-12.606	-21.965	-3.463	-13.315
AGO3	-4.4239999999999995	-6.569	-9.054	-8.1	-12.864	-15.899000000000001
AGO4	1.702	2.866	5.9	5.263999999999999	-7.9270000000000005	-6.672999999999999
AGPAT1	2.8369999999999997	-2.539	0.107	-3.409	2.077	-14.085
AGPAT2	-4.5569999999999995	-7.659	-10.594000000000001	-19.064	-18.827	-26.214000000000002
AGPAT3	-10.196	-3.75	-12.085	-12.363	-18.435	-12.583
AGPAT4	-8.238999999999999	3.293	-24.12	-29.201999999999998	-32.639	-45.537
AGPAT5	-2.6060000000000003	-2.546	-0.213	-4.37	-2.7030000000000003	-9.179
AGPAT6	-5.979	-10.068999999999999	-7.329	-17.42	-16.924	-23.895
AGPAT9	2.39	-15.652999999999999	-1.767	-17.554000000000002	-8.727	-20.384
AGPS	-0.529	-20.499000000000002	-5.1610000000000005	-13.042	-9.054	-19.024
AGR2	-2.2	-9.411	3.388	-3.767	-9.476	-24.072
AGR3	-6.087000000000001	-18.201	3.165	-7.856	-10.755	-27.491
AGRN	-1.639	-2.235	-12.530999999999999	-13.29	-9.684	4.254
AGRP	-6.191	6.109	-7.32	-3.2310000000000003	-19.745	-11.835
AGT	-9.057	-14.748	-14.74	-21.73	-18.952	-15.288
AGTPBP1	-2.401	-6.568	-9.195	-15.386	-14.157	-24.393
AGTR1	1.829	-11.835999999999999	7.516	-9.189	-5.0089999999999995	-21.811
AGTR2	4.119	-6.57	-0.915	-15.505999999999998	-4.763999999999999	-22.645
AGTRAP	-7.643	-0.627	-13.501	-9.353	-13.658	-9.824
AGXT	-10.856	-11.107000000000001	-18.833	-27.476999999999997	-25.177	-31.261
AGXT2	-6.6	-9.968	-11.099	-18.562	-21.482	-21.115
AHCTF1	-1.895	-7.803999999999999	0.359	-5.718	-4.561	-7.002999999999999
AHCY	-2.645	6.445	2.3930000000000002	19.468	15.618	58.033
AHCYL1	-3.846	6.306	-18.029	-22.024	-4.99	1.079
AHCYL2	-5.404	-9.031	-9.851	-16.394000000000002	-16.038	-26.143
AHDC1	-12.75	-11.762	-15.241	-7.972	-33.31	-24.78
AHI1	-8.658	-23.244	-11.027999999999999	-33.525	-13.117	-19.37
AHNAK	-0.583	-14.780999999999999	-5.001	-12.859000000000002	-9.165	-20.93
AHNAK2	-1.078	-21.944000000000003	-3.6060000000000003	-9.202	-5.125	-18.935
AHR	6.729	9.713	9.184	3.589	12.222000000000001	6.712999999999999
AHRR	-7.692	-8.679	-15.719000000000001	-14.737	-22.811	-25.107
AHSA1	8.184	-0.927	5.652	-6.095	-11.01	-21.543000000000003
AHSA2	-3.7260000000000004	-10.488	-4.1610000000000005	-1.51	-12.651	-18.065
AHSG	-3.11	-10.131	-7.877999999999999	-16.952	-20.083	-38.63
AHSP	-7.121	-3.781	-11.642000000000001	-12.804	-17.839000000000002	-20.82
AICDA	3.1689999999999996	-3.5660000000000003	-2.688	-1.636	-5.848	-4.633
AIDA	-5.723	-19.675	-15.554	-32.366	-23.462	-27.859
AIF1	-7.013	-8.619	-13.065	-20.465999999999998	-13.148	-14.132
AIF1L	-7.069	-11.222000000000001	-9.004	-12.193	-18.734	-19.551
AIFM1	4.555	23.155	14.907	45.271	21.938000000000002	42.538999999999994
AIFM2	-10.375	-12.126	-7.645	-9.084	-22.27	-20.471
AIFM3	-10.73	-12.218	-10.927999999999999	-10.314	-17.797	-22.337
AIG1	5.075	0.457	-0.9229999999999999	-4.7780000000000005	-14.767999999999999	-26.338
AIM1	-8.331	-10.915999999999999	-8.257	-13.51	-14.673	-17.743
AIM1L	-0.228	-4.303999999999999	-5.392	-6.502000000000001	-21.885	-27.872
AIM2	1.745	-21.918000000000003	2.322	-1.048	2.395	-26.588
AIMP1	4.027	-14.922	1.645	-18.973	-2.61	-39.104
AIMP2	-17.0	-13.972999999999999	-25.136	-18.918	-23.945999999999998	-16.957
AIP	-5.7	4.275	-9.837	-16.023	-10.464	2.81
AIPL1	-0.8490000000000001	-3.7689999999999997	-0.14300000000000002	-7.946000000000001	-10.887	-33.071
AIRE	-4.803	-8.1	-12.329	-19.494	-25.718000000000004	-27.265
AJAP1	-9.672	-8.625	-20.028	-20.419	-24.807	-19.789
AJUBA	-3.272	-8.947000000000001	-25.823	-56.505	-23.415	-38.522
AK1	-0.524	-7.443	-1.629	-14.69	-11.540999999999999	-19.070999999999998
AK2	2.048	-8.812000000000001	-0.583	-8.318999999999999	-7.218999999999999	-5.466
AK3	-5.917000000000001	-4.479	-12.341	-14.149000000000001	-23.802	-23.638
AK4	-6.245	-6.73	-9.91	-17.329	-21.486	-17.241
AK5	-3.702	-0.39399999999999996	-8.137	-13.751	-14.312999999999999	-19.578
AK7	2.8710000000000004	-6.417000000000001	-7.816	-14.732000000000001	-8.46	-16.518
AK8	-10.129	-15.218	-12.888	-26.546	-15.717	-21.638
AK9	-1.489	-11.65	-5.061	-12.175	-10.238999999999999	-30.615
AKAP1	4.9239999999999995	5.0760000000000005	1.008	12.296	-0.5379999999999999	10.819
AKAP10	-1.58	8.218	-4.013	-0.885	-15.245	-6.33
AKAP11	0.377	-4.993	0.376	-13.417	-11.194	-19.634
AKAP12	-3.8710000000000004	-4.032	-16.012999999999998	-20.208	-19.512	-12.142999999999999
AKAP13	-3.417	-8.566	-1.85	-8.238	-13.637	-10.089
AKAP14	0.597	-12.687999999999999	-0.7709999999999999	-3.88	-15.125	-29.538
AKAP2	-7.507999999999999	-6.8229999999999995	-7.0089999999999995	-7.787000000000001	-14.71	-19.415
AKAP3	9.881	-1.611	-3.555	-9.787	-13.517999999999999	-39.031
AKAP4	-2.986	-17.379	-1.112	-13.517999999999999	-16.348	-25.235
AKAP5	-8.082	-11.505	-8.165	-8.392999999999999	-14.36	-23.898000000000003
AKAP6	-4.205	-0.94	-27.48	-36.215	-20.206	-22.206999999999997
AKAP7	3.445	-11.98	-1.673	-22.116999999999997	-11.797	-33.929
AKAP8	-8.174	-4.789	-21.763	-22.984	-16.439	-18.936
AKAP8L	-14.242	-7.596	-15.050999999999998	-5.4239999999999995	-19.744	-19.421
AKAP9	12.304	-6.207999999999999	5.1979999999999995	-23.706999999999997	-1.45	-28.022
AKIP1	1.528	2.039	-14.741	-17.404	-20.16	-26.377
AKIRIN1	-2.329	0.857	-5.688	3.094	-5.186	9.857999999999999
AKIRIN2	0.042	17.055	9.554	14.493	2.149	16.199
AKNA	-6.256	-2.201	-15.84	-10.58	-23.173000000000002	-24.61
AKNAD1	-3.338	-16.896	3.6839999999999997	2.193	-10.218	-23.046
AKR1A1	1.885	2.5839999999999996	0.215	-7.284	-3.9539999999999997	-13.519
AKR1B1	-10.564	-21.4	-13.815	-27.325	-15.585999999999999	-21.410999999999998
AKR1B10	-10.774000000000001	-14.806	-12.789000000000001	-10.440999999999999	-22.956999999999997	-19.201
AKR1B15	-3.424	-11.209000000000001	-2.334	-9.686	-4.2669999999999995	-19.974
AKR1C2	0.485	-2.191	-3.2569999999999997	-6.239	-2.782	-5.497000000000001
AKR1C3	-1.7819999999999998	-18.385	-5.4239999999999995	-15.05	-15.75	-21.6
AKR1C4	2.365	-3.3480000000000003	1.517	-12.860999999999999	-1.21	-3.741
AKR1D1	-0.49	-13.53	3.923	-7.956	-8.898	-20.392
AKR1E2	-13.706	-14.886	-17.851	-14.123	-29.866999999999997	-41.45
AKR7A2	-6.566	-4.166	-17.590999999999998	-13.845999999999998	-8.685	-8.587
AKR7A3	-8.98	-16.118	-3.74	-1.2309999999999999	-13.805	-5.502999999999999
AKT1	-5.819	-12.077	4.207	6.15	-4.708	-1.864
AKT1S1	-7.297000000000001	-4.296	-3.423	10.212	-12.725	8.555
AKT2	-5.682	-5.678999999999999	-18.101	-27.671999999999997	-2.676	-6.569
AKT3	-7.379	-11.584000000000001	-14.697000000000001	-19.494	-17.835	-21.212
AKTIP	-2.972	-4.624	-10.741	-15.308	-17.21	-11.934000000000001
ALAD	1.6980000000000002	-7.638999999999999	-5.465	-17.742	-10.96	-24.813000000000002
ALAS1	-0.6809999999999999	-3.989	-5.334	-9.607000000000001	-5.246	-4.877
ALAS2	-7.354	-21.238000000000003	-8.399	-22.566	-19.608	-25.423000000000002
ALB	-1.736	-6.962999999999999	-6.768	-19.559	-24.487	-33.937
ALCAM	5.577000000000001	-9.753	-1.482	-19.409000000000002	-2.8689999999999998	-16.77
ALDH16A1	-14.642999999999999	-20.905	-15.425	-14.31	-24.233	-25.004
ALDH18A1	-7.55	-6.01	-13.997	-9.67	-4.671	7.407
ALDH1A1	-6.182	-10.972999999999999	-8.085	-12.364	-18.117	-26.612
ALDH1A2	2.36	-13.81	4.792	-8.325	-9.177	-26.839000000000002
ALDH1A3	-4.477	-11.511	-16.397000000000002	-28.844	-20.829	-29.273000000000003
ALDH1B1	-4.65	-4.629	-9.048	-6.0520000000000005	-3.516	1.825
ALDH1L1	2.735	-19.483	-2.11	-17.275	-5.811	-19.814
ALDH1L2	-3.563	-10.401	-4.909	-23.301	-15.455	-23.954
ALDH2	-3.1510000000000002	-9.316	-11.097000000000001	-17.372	-33.022	-53.099
ALDH3A1	-13.828	-17.515	-6.763999999999999	-18.611	-17.511	-7.6770000000000005
ALDH3A2	-4.798	-10.707	-6.1370000000000005	-12.277000000000001	-17.745	-28.458000000000002
ALDH3B2	-8.754	-13.254000000000001	-6.481	-14.649000000000001	-22.804000000000002	-33.233000000000004
ALDH4A1	-6.071000000000001	-12.038	-7.473	-23.236	-16.804000000000002	-22.783
ALDH5A1	-5.428	11.522	-6.952999999999999	-8.36	-17.88	-10.796
ALDH6A1	-1.716	2.5069999999999997	-6.8020000000000005	-3.688	-20.099	-20.735
ALDH7A1	-1.953	-18.609	-0.877	-4.774	3.116	-9.901
ALDH8A1	-5.556	-7.388999999999999	-7.6	-4.691	-9.67	-9.536
ALDH9A1	-8.121	-8.732999999999999	-10.086	-9.369	-21.873	-26.186
ALDOA	6.727	28.191	5.321000000000001	27.331	55.239	87.874
ALDOB	-1.0390000000000001	-18.722	-4.916	-25.883000000000003	-2.9730000000000003	-30.909000000000002
ALDOC	-5.726	1.032	-13.312000000000001	-15.677	-3.227	-18.581
ALG1	1.571	19.029	14.434000000000001	41.768	46.988	60.655
ALG10B	-1.6230000000000002	-3.478	1.335	0.665	0.527	-1.462
ALG11	-1.187	1.581	-1.4180000000000001	3.063	3.2960000000000003	8.947000000000001
ALG12	-0.198	1.93	-0.599	-1.716	1.291	29.559
ALG13	11.693	12.99	19.204	17.214000000000002	37.411	43.92100000000001
ALG14	2.8680000000000003	7.296	-8.869	3.339	2.9219999999999997	0.599
ALG2	6.4670000000000005	26.221	26.408	43.424	36.453	71.72399999999999
ALG3	-4.518	6.956	-12.612	-8.432	-8.425	2.884
ALG5	1.0090000000000001	-3.5839999999999996	6.234	6.642	2.715	-18.361
ALG6	-3.701	-15.356	-0.927	-16.812	-11.270999999999999	-22.604
ALG8	1.926	4.578	10.59	8.347999999999999	-4.577	-10.664000000000001
ALG9	11.922	13.402000000000001	12.319	5.83	22.814	9.151
ALK	-4.746	-5.65	-9.824	-14.674000000000001	-6.2139999999999995	-4.624
ALKBH1	-6.686	-12.887	-11.802999999999999	-10.181000000000001	-18.945	-16.051
ALKBH2	-6.457999999999999	-10.384	-14.765	-19.188	-14.327	-15.633
ALKBH3	0.192	-4.5680000000000005	-2.245	-10.125	-15.665999999999999	-28.662
ALKBH4	0.8059999999999999	-6.417999999999999	-2.458	1.337	-12.738	-17.226
ALKBH5	-10.145	1.703	-12.573	-4.011	-11.732000000000001	2.173
ALKBH6	-7.197	-9.423	-9.6	-10.807	-15.144	-21.843000000000004
ALKBH7	-10.883	-5.398	-5.386	-1.124	-20.679000000000002	-15.714
ALKBH8	-5.5920000000000005	-5.756	-6.693	-8.464	-3.7230000000000003	3.653
ALLC	0.71	-0.851	-0.397	-9.72	-5.371	-2.6310000000000002
ALMS1	8.469	-9.872	5.345	-12.477	0.17	-37.829
ALOX12	-0.485	-1.014	-8.816	-12.685	-15.665999999999999	-20.281
ALOX12B	-3.818	-8.134	-4.3389999999999995	2.923	-19.035999999999998	-22.019000000000002
ALOX15	-3.63	-6.434	-13.642000000000001	-6.042999999999999	-11.702	-13.245
ALOX15B	-16.449	-19.564	-5.145	-6.071000000000001	-14.932	-24.826
ALOX5	-7.0760000000000005	-9.605	-5.997000000000001	-5.106	-13.022	-18.11
ALOX5AP	-4.401	-13.392000000000001	-14.228	-35.19	-19.394000000000002	-32.228
ALOXE3	-5.81	-9.16	-15.700999999999999	-10.882	-12.537	-6.277
ALPI	-13.214	-10.148	-21.754	-28.822	-28.747	-18.858
ALPK1	-6.425	-12.218	-14.863	-16.623	-21.504	-16.268
ALPK2	-7.932	-6.86	-15.843	-25.656999999999996	-23.967	-35.541
ALPK3	-4.093	-13.918	-0.141	-10.125	-2.569	-21.581999999999997
ALPL	-12.094000000000001	-15.27	-15.639000000000001	-10.825999999999999	-16.499000000000002	-2.793
ALPP	-3.4410000000000003	-5.319	-2.897	-10.812000000000001	-3.533	1.436
ALPPL2	-9.859	-13.997	-11.445	-22.769000000000002	-17.788	-15.424000000000001
ALS2	-0.42200000000000004	-9.149	4.309	9.498	7.582999999999999	-3.799
ALS2CL	3.997	1.6769999999999998	-19.88	-31.429000000000002	-16.011	-12.998
ALS2CR11	8.834	-17.39	7.425	-9.318	5.257000000000001	-14.062000000000001
ALS2CR12	-0.578	-12.700999999999999	1.963	-8.283	-12.788	-24.528000000000002
ALX1	-5.816	-11.974	-4.6530000000000005	-14.83	-13.759	-13.369000000000002
ALX3	-4.467	-10.911	-15.835999999999999	-30.491999999999997	-5.922000000000001	-2.048
ALX4	-11.525	-5.268	-15.207	-6.971	-23.236	-29.65
ALYREF	-3.516	8.327	5.4510000000000005	23.698	-1.014	15.841
AMACR	-10.306	-4.915	-17.589000000000002	-14.177	-24.230999999999998	-13.942
AMBN	-2.259	-16.04	-3.5789999999999997	-8.847999999999999	-18.023	-24.545
AMBP	-0.195	-3.028	-3.492	-4.86	-11.029000000000002	-18.965
AMBRA1	6.364	-2.807	-0.262	-15.335999999999999	-8.369	-27.079
AMD1	-1.891	-9.21	-6.393	-6.28	5.129	-1.84
AMDHD1	-7.672999999999999	-9.527000000000001	-11.729000000000001	-10.384	-25.840999999999998	-32.769
AMDHD2	-11.173	-5.754	-16.14	-6.325	-28.22	-13.06
AMELX	-9.147	-14.652000000000001	-11.793	-15.154000000000002	-23.666	-30.01
AMELY	-7.252999999999999	-14.498	-17.404	-36.347	-25.63	-39.107
AMER1	-3.647	-8.753	-14.481	-23.016	-14.863	-21.162
AMER2	-10.327	-4.725	-16.475	-18.867	-23.666999999999998	-19.545
AMER3	-3.377	-8.684	-10.890999999999998	-13.052	-22.691999999999997	-17.983
AMFR	-1.764	-3.929	-9.431000000000001	-20.857	-3.3760000000000003	-19.859
AMH	-7.301	-0.64	-12.972000000000001	-1.15	-16.447	-9.72
AMHR2	-12.53	-16.772000000000002	-18.087	-11.966	-13.907	-21.113000000000003
AMICA1	-4.803	-10.847999999999999	-9.45	-14.379000000000001	-19.930999999999997	-27.127
AMIGO1	-7.7	-13.536	-13.065	-16.537	-14.693	-18.465
AMIGO2	-4.561	-8.025	-7.629	-4.468999999999999	-12.282	-16.137
AMMECR1	-9.626	-18.293	-14.12	-23.553	-18.067	-24.62
AMMECR1L	-7.501	-12.097000000000001	-5.693	-5.757000000000001	-25.377	-31.588
AMN	-10.319	-7.6370000000000005	-16.134	-8.003	-21.369	-15.64
AMN1	-6.595	-2.801	-6.9510000000000005	-9.03	-25.096999999999998	-26.675
AMOT	-6.992000000000001	-8.628	-17.865	-29.087	-17.834	-38.76
AMOTL1	-6.48	-12.577	-7.211	-11.468	-15.001	-18.552
AMOTL2	-12.585999999999999	-24.561	-20.389	-21.054000000000002	-21.541999999999998	-14.255
AMPD1	-1.368	-9.195	3.247	-7.7860000000000005	-4.3180000000000005	-23.839000000000002
AMPD2	-10.118	-6.76	-12.774000000000001	-3.02	-17.222	-10.226
AMPD3	-7.555	-10.211	-11.350999999999999	-12.28	-24.259	-21.529
AMPH	-9.373	-4.948	-11.362	-9.036	-28.857	-20.779
AMT	-8.88	-13.317	-9.932	-7.787999999999999	-17.054000000000002	-24.351
AMTN	-3.815	-11.642999999999999	-10.905	-13.377	-11.869000000000002	-13.720999999999998
AMZ1	-6.938	-6.801	-15.470999999999998	-24.201999999999998	-21.19	-19.227999999999998
AMZ2	1.18	-7.584	-0.239	-9.421	-11.479000000000001	-20.649
ANAPC1	4.6739999999999995	12.109000000000002	4.452	7.81	29.433000000000003	45.141000000000005
ANAPC10	4.888999999999999	-4.084	4.363	-13.804	1.311	-24.537
ANAPC11	2.6210000000000004	12.763	6.808	14.092	9.791	38.198
ANAPC13	18.027	7.069	10.549000000000001	11.744000000000002	21.627	14.319
ANAPC15	-6.084	-7.042000000000001	2.083	-1.8	-3.428	-7.962999999999999
ANAPC16	-3.522	-5.521	-12.761	-27.726999999999997	-17.977999999999998	-20.965999999999998
ANAPC2	-0.8029999999999999	17.749000000000002	-10.686	0.792	-9.722999999999999	12.139000000000001
ANAPC4	19.798	18.128	32.387	36.361	40.896	35.644
ANAPC5	10.5	6.9510000000000005	8.043	11.652999999999999	16.96	24.581
ANAPC7	-1.5619999999999998	-8.943	-1.002	-9.226	-4.968	-9.868
ANG	-11.540999999999999	-13.033	-6.735	-14.152999999999999	-17.002	-14.174000000000001
ANGEL1	-4.409	0.212	-13.525	-16.538	-13.071	-9.833
ANGEL2	-4.47	-3.2030000000000003	-14.863	-14.092	-14.32	-16.858
ANGPT1	3.2460000000000004	-13.379000000000001	2.498	-15.449000000000002	2.7260000000000004	-7.976
ANGPT2	-6.021	-11.985	-6.551	-10.777999999999999	-15.198	-24.908
ANGPT4	-1.65	1.061	-7.725	-4.145	-15.997	-16.178
ANGPTL1	-3.08	-7.912999999999999	-7.171	-9.408	-12.583	-21.851
ANGPTL2	-4.445	-9.805	-8.262	-13.776	-19.272000000000002	-26.513
ANGPTL3	1.565	-3.536	-13.550999999999998	-30.093000000000004	-11.527999999999999	-16.401
ANGPTL4	-5.83	-10.319	-5.0680000000000005	-11.465	-12.008	-17.302
ANGPTL5	-6.0089999999999995	-19.268	-8.877	-4.246	-12.072000000000001	-12.845999999999998
ANGPTL6	-9.002	-4.785	-16.398	-13.185	-15.245999999999999	-4.263999999999999
ANGPTL7	-12.882	-13.044	-12.005	-17.525	-15.610999999999999	-14.695
ANHX	-11.38	-18.452	-16.565	-16.35	-21.230999999999998	-13.288
ANK1	-0.10400000000000001	-4.5089999999999995	-4.184	-8.721	-3.1910000000000003	-17.43
ANK2	-4.332	-7.2	-13.764000000000001	-19.945999999999998	-17.648	-19.532
ANK3	-6.401	-18.494	-15.753	-18.323	-15.7	-12.724
ANKAR	-4.436	-13.793	-4.79	-14.741	-17.111	-33.162
ANKDD1A	-7.699	-6.849	-4.062	-1.6380000000000001	-13.589	-8.145
ANKDD1B	-6.739	-12.709000000000001	0.8759999999999999	-6.877000000000001	-14.251	-26.314
ANKEF1	-1.923	-9.889	-4.781000000000001	-10.091000000000001	-14.738	-26.444000000000003
ANKFN1	0.986	-3.21	-3.315	-12.343	-7.742999999999999	-8.26
ANKFY1	2.988	-9.262	-0.46	-23.151	-2.213	-18.417
ANKH	-3.9339999999999997	-11.585	-15.137	-17.989	-19.914	-13.523
ANKHD1	-4.218	-1.742	-6.447	-7.0729999999999995	-6.127000000000001	-5.362
ANKHD1-EIF4EBP3	2.639	2.955	8.463	3.404	-8.095	-19.605
ANKIB1	-8.867	-14.011	-6.155	-10.797	-14.706	-14.286
ANKK1	1.139	-10.242	-3.7310000000000003	-35.836999999999996	-15.645	-18.427
ANKLE1	-10.366	1.167	-20.748	-4.16	-20.865	-14.050999999999998
ANKLE2	6.468	18.926	10.196	37.984	29.451999999999998	76.597
ANKMY1	4.695	-0.8290000000000001	6.457999999999999	1.485	-5.941	1.1179999999999999
ANKMY2	-5.69	-15.130999999999998	-8.071	-21.744	-13.797	-26.18
ANKRA2	0.878	-10.017999999999999	10.211	5.319	4.445	-14.342
ANKRD1	8.479	6.857	9.443999999999999	1.599	-0.706	-10.258
ANKRD10	1.896	-4.158	-4.955	-5.832000000000001	-6.821000000000001	-17.122
ANKRD11	0.9329999999999999	9.357999999999999	-5.428	8.411	-1.7519999999999998	13.462
ANKRD12	-8.267000000000001	-18.379	-6.111000000000001	-13.344000000000001	-13.905	-15.159
ANKRD13A	-11.305	-32.905	-6.851	-5.785	-12.455	-27.635
ANKRD13B	-9.003	-7.273	-7.079	-9.709	-23.401999999999997	-26.381
ANKRD13C	-2.7460000000000004	-8.183	-6.207000000000001	-14.759	-7.489	-7.167999999999999
ANKRD13D	-5.95	-19.452	-7.0360000000000005	-12.967	-23.938000000000002	-33.786
